numer_sta;date;pmer;tend;cod_tend;dd;ff;t;td;u;vv;ww;w1;w2;n;nbas;hbas;cl;cm;ch;pres;niv_bar;geop;tend24;tn12;tn24;tx12;tx24;tminsol;sw;tw;raf10;rafper;per;etat_sol;ht_neige;ssfrai;perssfrai;rr1;rr3;rr6;rr12;rr24;phenspe1;phenspe2;phenspe3;phenspe4;nnuage1;ctype1;hnuage1;nnuage2;ctype2;hnuage2;nnuage3;ctype3;hnuage3;nnuage4;ctype4;hnuage4;;Nom;Latitude;Longitude;Altitude;Region;code_insee_region;consommation_brute_electricite_rte;consommation_brute_gaz_grtgaz;consommation_brute_gaz_terega;consommation_brute_gaz_totale;consommation_brute_totale;date;heure;statut_grtgaz;statut_rte;statut_terega
07005;20130125120000;101870.0;-200.0;8.0;130.0;5.7;269.65;267.15;81.0;8000.0;2.0;1.0;1.0;90.0;7.0;450.0;35.0;61.0;60.0;100920.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;7.7;-10.0;14.0;0.03;0.0;-60.0;0.0;0.0;0.0;nan;nan;710.0;1108.0;3100.0;nan;7.0;6.0;300.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France;32;9247.0;18147.0;nan;18147.0;27394.0;2013-01-25;12:00;Définitif;Définitif;nan
07015;20130125120000;101940.0;-190.0;8.0;170.0;2.1;270.75;267.75;78.0;4500.0;10.0;1.0;1.0;50.0;0.0;8000.0;30.0;20.0;11.0;101340.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;3.1;-10.0;13.0;0.08;0.0;-60.0;0.0;0.0;0.0;nan;nan;710.0;1103.0;3100.0;nan;4.0;0.0;7500.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France;32;9247.0;18147.0;nan;18147.0;27394.0;2013-01-25;12:00;Définitif;Définitif;nan
07020;20130125120000;101600.0;-200.0;8.0;150.0;4.6;275.15;272.05;80.0;4000.0;10.0;1.0;1.0;100.0;8.0;450.0;36.0;61.0;60.0;101320.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;7.7;-10.0;nan;nan;nan;nan;0.0;0.0;0.0;nan;nan;710.0;1108.0;nan;nan;8.0;7.0;480.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;PTE DE LA HAGUE;49.725167;-1.939833;6.0;Normandie;28;5518.0;8617.0;nan;8617.0;14135.0;2013-01-25;12:00;Définitif;Définitif;nan
07027;20130125120000;101760.0;-170.0;8.0;160.0;4.1;271.95;270.65;90.0;3200.0;10.0;1.0;1.0;90.0;7.0;250.0;36.0;20.0;11.0;100910.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;6.7;-10.0;nan;nan;0.0;-60.0;0.0;0.0;0.0;nan;nan;710.0;1107.0;3100.0;nan;6.0;7.0;270.0;6.0;0.0;9000.0;nan;nan;nan;nan;nan;nan;;CAEN-CARPIQUET;49.18;-0.456167;67.0;Normandie;28;5518.0;8617.0;nan;8617.0;14135.0;2013-01-25;12:00;Définitif;Définitif;nan
07037;20130125120000;101890.0;-150.0;8.0;160.0;4.1;269.45;267.75;87.0;4000.0;10.0;2.0;2.0;100.0;8.0;250.0;36.0;61.0;60.0;99950.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;6.7;-10.0;nan;nan;0.0;-60.0;0.0;0.0;0.0;nan;nan;710.0;1107.0;3100.0;nan;8.0;7.0;240.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ROUEN-BOOS;49.383;1.181667;151.0;Normandie;28;5518.0;8617.0;nan;8617.0;14135.0;2013-01-25;12:00;Définitif;Définitif;nan
07072;20130125120000;102000.0;-70.0;8.0;140.0;2.1;271.15;267.95;76.0;15000.0;0.0;nan;nan;100.0;nan;450.0;nan;nan;nan;100790.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;3.6;-10.0;nan;0.0;nan;nan;0.0;0.0;0.0;nan;nan;710.0;1104.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;REIMS-PRUNAY;49.209667;4.155333;95.0;Grand Est;44;7890.0;17917.0;nan;17917.0;25807.0;2013-01-25;12:00;Définitif;Définitif;nan
07110;20130125120000;101210.0;-230.0;8.0;150.0;7.2;278.25;276.75;90.0;6000.0;61.0;6.0;1.0;90.0;7.0;800.0;35.0;61.0;60.0;100040.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;10.8;-10.0;nan;nan;0.0;-60.0;0.2;0.2;0.2;nan;nan;710.0;1111.0;3100.0;nan;3.0;6.0;750.0;4.0;6.0;1080.0;7.0;6.0;1800.0;nan;nan;nan;;BREST-GUIPAVAS;48.444167;-4.412;94.0;Bretagne;53;4502.0;4281.0;nan;4281.0;8783.0;2013-01-25;12:00;Définitif;Définitif;nan
07117;20130125120000;101320.0;-180.0;8.0;160.0;6.7;277.65;274.15;78.0;4000.0;2.0;1.0;1.0;40.0;3.0;450.0;36.0;20.0;10.0;100600.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;11.8;-10.0;nan;nan;nan;nan;0.0;0.0;0.0;nan;nan;710.0;1112.0;2426.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;PLOUMANAC'H;48.825833;-3.473167;55.0;Bretagne;53;4502.0;4281.0;nan;4281.0;8783.0;2013-01-25;12:00;Définitif;Définitif;nan
07130;20130125120000;101720.0;-120.0;8.0;140.0;4.1;275.15;272.25;81.0;5000.0;0.0;nan;nan;100.0;nan;nan;nan;nan;nan;101180.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;6.2;-10.0;nan;0.0;nan;nan;0.0;0.0;0.0;nan;nan;710.0;1106.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;RENNES-ST JACQUES;48.068833;-1.734;36.0;Bretagne;53;4502.0;4281.0;nan;4281.0;8783.0;2013-01-25;12:00;Définitif;Définitif;nan
07139;20130125120000;101870.0;-160.0;8.0;180.0;2.6;271.25;269.65;87.0;2500.0;10.0;2.0;2.0;100.0;8.0;250.0;36.0;61.0;60.0;100050.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;4.1;-10.0;nan;nan;0.0;-60.0;0.0;0.0;0.0;nan;nan;710.0;1104.0;3100.0;nan;8.0;7.0;180.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ALENCON;48.4455;0.110167;143.0;Normandie;28;5518.0;8617.0;nan;8617.0;14135.0;2013-01-25;12:00;Définitif;Définitif;nan
07168;20130125120000;102070.0;-40.0;8.0;120.0;1.5;269.55;268.75;93.0;4500.0;10.0;2.0;2.0;100.0;8.0;150.0;36.0;61.0;60.0;100560.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;3.1;-10.0;nan;nan;0.0;-60.0;0.0;0.0;0.0;nan;nan;710.0;1103.0;3100.0;nan;8.0;7.0;180.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;TROYES-BARBEREY;48.324667;4.02;112.0;Grand Est;44;7890.0;17917.0;nan;17917.0;25807.0;2013-01-25;12:00;Définitif;Définitif;nan
07181;20130125120000;102040.0;0.0;0.0;120.0;1.0;270.15;267.95;83.0;3000.0;10.0;nan;nan;nan;nan;nan;nan;nan;nan;97740.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;3.6;-10.0;13.0;0.07;nan;nan;0.0;0.0;0.0;nan;nan;710.0;1104.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;NANCY-OCHEY;48.581;5.959833;336.0;Grand Est;44;7890.0;17917.0;nan;17917.0;25807.0;2013-01-25;12:00;Définitif;Définitif;nan
07190;20130125120000;102020.0;0.0;0.0;360.0;2.6;272.35;268.85;75.0;13000.0;0.0;nan;nan;100.0;nan;450.0;nan;nan;nan;100110.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;5.1;-10.0;13.0;nan;nan;nan;0.0;0.0;0.0;nan;nan;710.0;1105.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;STRASBOURG-ENTZHEIM;48.5495;7.640333;150.0;Grand Est;44;7890.0;17917.0;nan;17917.0;25807.0;2013-01-25;12:00;Définitif;Définitif;nan
07207;20130125120000;101530.0;-140.0;8.0;160.0;10.3;281.15;277.55;78.0;20000.0;2.0;1.0;1.0;100.0;8.0;800.0;38.0;61.0;60.0;101000.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;12.9;-10.0;nan;nan;nan;nan;0.0;0.0;0.0;nan;nan;710.0;1113.0;2448.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;BELLE ILE-LE TALUT;47.294333;-3.218333;34.0;Bretagne;53;4502.0;4281.0;nan;4281.0;8783.0;2013-01-25;12:00;Définitif;Définitif;nan
07222;20130125120000;101750.0;-100.0;8.0;140.0;5.1;276.55;272.55;75.0;9000.0;2.0;1.0;1.0;90.0;5.0;800.0;35.0;20.0;11.0;101420.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;7.2;-10.0;nan;nan;nan;nan;0.0;0.0;0.0;nan;nan;710.0;1107.0;nan;nan;5.0;6.0;780.0;7.0;0.0;6000.0;nan;nan;nan;nan;nan;nan;;NANTES-BOUGUENAIS;47.15;-1.608833;26.0;Pays de la Loire;52;5366.0;6670.0;nan;6670.0;12036.0;2013-01-25;12:00;Définitif;Définitif;nan
07240;20130125120000;101890.0;-110.0;8.0;140.0;2.1;274.35;270.75;77.0;5000.0;0.0;nan;nan;90.0;nan;450.0;nan;nan;nan;100480.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;3.6;-10.0;nan;0.0;nan;nan;0.0;0.0;0.0;nan;nan;710.0;1104.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;TOURS;47.4445;0.727333;108.0;Centre-Val de Loire;24;3568.0;4653.0;nan;4653.0;8221.0;2013-01-25;12:00;Définitif;Définitif;nan
07255;20130125120000;101960.0;-50.0;8.0;70.0;2.1;273.85;269.55;73.0;9000.0;2.0;1.0;1.0;40.0;3.0;450.0;31.0;20.0;10.0;99880.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;3.6;-10.0;nan;nan;0.0;-60.0;0.0;0.0;0.0;nan;nan;710.0;1104.0;3100.0;nan;3.0;8.0;390.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;BOURGES;47.059167;2.359833;161.0;Centre-Val de Loire;24;3568.0;4653.0;nan;4653.0;8221.0;2013-01-25;12:00;Définitif;Définitif;nan
07299;20130125120000;102000.0;30.0;0.0;340.0;1.5;270.65;268.35;82.0;8000.0;2.0;1.0;1.0;100.0;7.0;450.0;36.0;61.0;60.0;98560.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;5.1;-10.0;12.0;0.02;0.0;-60.0;0.0;0.0;0.0;nan;nan;710.0;1105.0;3100.0;nan;7.0;7.0;390.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;BALE-MULHOUSE;47.614333;7.51;263.0;Grand Est;44;7890.0;17917.0;nan;17917.0;25807.0;2013-01-25;12:00;Définitif;Définitif;nan
07314;20130125120000;101810.0;-110.0;8.0;120.0;5.7;278.15;272.95;69.0;12000.0;2.0;1.0;1.0;75.0;1.0;800.0;32.0;27.0;18.0;101520.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;8.2;-10.0;nan;nan;nan;nan;0.0;0.0;0.0;nan;nan;710.0;1108.0;nan;nan;1.0;8.0;780.0;4.0;3.0;1800.0;nan;nan;nan;nan;nan;nan;;PTE DE CHASSIRON;46.046833;-1.4115;11.0;Nouvelle-Aquitaine;75;7890.0;4059.0;3925.0;7984.0;15874.0;2013-01-25;12:00;Définitif;Définitif;Définitif
07335;20130125120000;101910.0;-50.0;8.0;90.0;1.5;274.85;269.95;70.0;nan;2.0;1.0;1.0;90.0;7.0;800.0;35.0;61.0;60.0;100410.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;3.6;-10.0;nan;nan;0.0;-60.0;0.0;0.0;0.0;nan;nan;710.0;1104.0;3100.0;nan;7.0;6.0;630.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;POITIERS-BIARD;46.593833;0.314333;123.0;Nouvelle-Aquitaine;75;7890.0;4059.0;3925.0;7984.0;15874.0;2013-01-25;12:00;Définitif;Définitif;Définitif
07434;20130125120000;101870.0;-10.0;8.0;100.0;1.5;273.25;268.45;70.0;nan;1.0;nan;nan;60.0;5.0;450.0;35.0;20.0;10.0;96900.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;3.6;-10.0;nan;nan;0.0;-60.0;0.0;0.0;0.0;nan;nan;710.0;1104.0;3100.0;nan;5.0;6.0;480.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LIMOGES-BELLEGARDE;45.861167;1.175;402.0;Nouvelle-Aquitaine;75;7890.0;4059.0;3925.0;7984.0;15874.0;2013-01-25;12:00;Définitif;Définitif;Définitif
07510;20130125120000;101840.0;-50.0;8.0;110.0;3.6;277.85;272.65;69.0;nan;2.0;nan;nan;40.0;0.0;nan;30.0;20.0;11.0;101240.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;5.1;-10.0;nan;nan;nan;nan;0.0;0.0;0.0;nan;nan;710.0;1105.0;nan;nan;3.0;0.0;7800.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;BORDEAUX-MERIGNAC;44.830667;-0.691333;47.0;Nouvelle-Aquitaine;75;7890.0;4059.0;3925.0;7984.0;15874.0;2013-01-25;12:00;Définitif;Définitif;Définitif
07535;20130125120000;101830.0;10.0;0.0;320.0;2.1;276.95;270.95;65.0;20000.0;2.0;1.0;1.0;40.0;1.0;800.0;35.0;20.0;11.0;98620.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;4.6;-10.0;nan;nan;0.0;-60.0;0.0;0.0;0.0;nan;nan;710.0;1105.0;3100.0;nan;1.0;6.0;900.0;3.0;0.0;7500.0;nan;nan;nan;nan;nan;nan;;GOURDON;44.745;1.396667;260.0;Occitanie;76;6516.0;1772.0;4132.0;5904.0;12420.0;2013-01-25;12:00;Définitif;Définitif;Définitif
07558;20130125120000;101580.0;50.0;1.0;320.0;4.6;274.35;267.65;61.0;19000.0;0.0;nan;nan;nan;nan;nan;nan;nan;nan;93040.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;8.7;-10.0;nan;0.0;nan;nan;0.0;0.0;0.0;nan;nan;710.0;1109.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;MILLAU;44.1185;3.0195;712.0;Occitanie;76;6516.0;1772.0;4132.0;5904.0;12420.0;2013-01-25;12:00;Définitif;Définitif;Définitif
07607;20130125120000;101880.0;-20.0;8.0;100.0;2.6;274.15;273.85;98.0;3000.0;10.0;nan;nan;100.0;nan;80.0;nan;nan;nan;101140.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;4.1;-10.0;nan;nan;nan;nan;0.0;0.0;0.0;nan;nan;710.0;1104.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;MONT-DE-MARSAN;43.909833;-0.500167;59.0;Nouvelle-Aquitaine;75;7890.0;4059.0;3925.0;7984.0;15874.0;2013-01-25;12:00;Définitif;Définitif;Définitif
07621;20130125120000;101720.0;-70.0;8.0;70.0;1.5;279.05;272.05;61.0;60000.0;0.0;nan;nan;nan;nan;nan;nan;nan;nan;97320.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;3.6;-10.0;nan;nan;nan;nan;0.0;0.0;0.0;nan;nan;710.0;1104.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;TARBES-OSSUN;43.188;0.0;360.0;Occitanie;76;6516.0;1772.0;4132.0;5904.0;12420.0;2013-01-25;12:00;Définitif;Définitif;Définitif
07627;20130125120000;101760.0;-40.0;8.0;150.0;1.0;278.95;270.55;55.0;50000.0;2.0;1.0;1.0;10.0;0.0;8000.0;30.0;20.0;11.0;96800.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;2.6;-10.0;nan;nan;0.0;-60.0;0.0;0.0;0.0;nan;nan;710.0;1103.0;3100.0;nan;1.0;0.0;6900.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ST GIRONS;43.005333;1.106833;414.0;Occitanie;76;6516.0;1772.0;4132.0;5904.0;12420.0;2013-01-25;12:00;Définitif;Définitif;Définitif
07630;20130125120000;101880.0;-20.0;8.0;320.0;2.1;275.85;272.95;81.0;20000.0;0.0;nan;nan;90.0;7.0;450.0;35.0;61.0;60.0;100010.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;4.1;-10.0;nan;nan;0.0;-60.0;0.0;0.0;0.0;nan;nan;710.0;1104.0;3100.0;nan;7.0;6.0;330.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;TOULOUSE-BLAGNAC;43.621;1.378833;151.0;Occitanie;76;6516.0;1772.0;4132.0;5904.0;12420.0;2013-01-25;12:00;Définitif;Définitif;Définitif
07643;20130125120000;101190.0;-50.0;8.0;10.0;3.6;281.35;269.15;42.0;40000.0;2.0;1.0;1.0;0.0;nan;nan;nan;nan;nan;101090.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;5.7;-10.0;nan;nan;nan;nan;0.0;0.0;0.0;nan;nan;710.0;1106.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;MONTPELLIER;43.577;3.963167;2.0;Occitanie;76;6516.0;1772.0;4132.0;5904.0;12420.0;2013-01-25;12:00;Définitif;Définitif;Définitif
07747;20130125120000;101170.0;-40.0;8.0;310.0;12.9;283.65;268.45;34.0;40000.0;2.0;1.0;1.0;0.0;nan;nan;nan;nan;nan;100640.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;19.5;21.1;-10.0;nan;nan;nan;nan;0.0;0.0;0.0;nan;nan;1020.0;710.0;1121.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;PERPIGNAN;42.737167;2.872833;42.0;Occitanie;76;6516.0;1772.0;4132.0;5904.0;12420.0;2013-01-25;12:00;Définitif;Définitif;Définitif
07005;20130125150000;101680.0;-190.0;6.0;150.0;4.6;269.25;266.65;80.0;7000.0;2.0;1.0;1.0;90.0;6.0;450.0;35.0;20.0;12.0;100730.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;8.2;-10.0;14.0;0.03;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1108.0;3100.0;nan;6.0;6.0;360.0;6.0;0.0;6900.0;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France;32;8509.0;17887.0;nan;17887.0;26396.0;2013-01-25;15:00;Définitif;Définitif;nan
07015;20130125150000;101750.0;-190.0;6.0;190.0;6.2;270.75;266.95;72.0;8000.0;2.0;1.0;1.0;90.0;7.0;800.0;35.0;61.0;60.0;101150.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;8.7;-10.0;13.0;0.08;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1109.0;3100.0;nan;7.0;6.0;600.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France;32;8509.0;17887.0;nan;17887.0;26396.0;2013-01-25;15:00;Définitif;Définitif;nan
07020;20130125150000;101230.0;-360.0;6.0;180.0;7.7;277.25;274.45;82.0;4000.0;10.0;2.0;2.0;100.0;8.0;450.0;36.0;61.0;60.0;100960.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;13.9;-10.0;nan;nan;nan;nan;0.0;0.0;nan;nan;nan;710.0;1114.0;nan;nan;8.0;7.0;480.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;PTE DE LA HAGUE;49.725167;-1.939833;6.0;Normandie;28;5170.0;8235.0;nan;8235.0;13405.0;2013-01-25;15:00;Définitif;Définitif;nan
07027;20130125150000;101480.0;-270.0;6.0;160.0;4.6;274.05;271.95;86.0;3800.0;10.0;2.0;2.0;100.0;5.0;450.0;35.0;20.0;11.0;100640.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;6.2;-10.0;nan;nan;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1106.0;3100.0;nan;5.0;6.0;450.0;6.0;0.0;9000.0;nan;nan;nan;nan;nan;nan;;CAEN-CARPIQUET;49.18;-0.456167;67.0;Normandie;28;5170.0;8235.0;nan;8235.0;13405.0;2013-01-25;15:00;Définitif;Définitif;nan
07037;20130125150000;101690.0;-190.0;6.0;180.0;3.6;270.35;269.05;90.0;3000.0;10.0;2.0;2.0;100.0;8.0;150.0;36.0;61.0;60.0;99760.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;6.7;-10.0;nan;nan;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1107.0;3100.0;nan;8.0;7.0;180.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ROUEN-BOOS;49.383;1.181667;151.0;Normandie;28;5170.0;8235.0;nan;8235.0;13405.0;2013-01-25;15:00;Définitif;Définitif;nan
07072;20130125150000;101870.0;-130.0;6.0;170.0;3.1;271.05;268.05;78.0;14000.0;0.0;nan;nan;100.0;nan;450.0;nan;nan;nan;100660.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;6.2;-10.0;nan;0.0;nan;nan;0.0;0.0;nan;nan;nan;710.0;1106.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;REIMS-PRUNAY;49.209667;4.155333;95.0;Grand Est;44;7537.0;17409.0;nan;17409.0;24946.0;2013-01-25;15:00;Définitif;Définitif;nan
07110;20130125150000;100890.0;-310.0;6.0;170.0;5.7;279.75;279.35;97.0;2000.0;58.0;6.0;5.0;100.0;7.0;80.0;37.0;61.0;60.0;99730.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;9.8;-10.0;nan;nan;0.0;-30.0;1.0;1.0;nan;nan;nan;710.0;1110.0;3100.0;nan;7.0;7.0;60.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;BREST-GUIPAVAS;48.444167;-4.412;94.0;Bretagne;53;4317.0;3945.0;nan;3945.0;8262.0;2013-01-25;15:00;Définitif;Définitif;nan
07117;20130125150000;100960.0;-350.0;7.0;160.0;6.7;279.35;275.75;78.0;10000.0;2.0;1.0;1.0;100.0;5.0;450.0;37.0;22.0;10.0;100250.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;11.8;-10.0;nan;nan;nan;nan;0.0;0.0;nan;nan;nan;710.0;1112.0;2427.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;PLOUMANAC'H;48.825833;-3.473167;55.0;Bretagne;53;4317.0;3945.0;nan;3945.0;8262.0;2013-01-25;15:00;Définitif;Définitif;nan
07130;20130125150000;101410.0;-300.0;6.0;140.0;4.6;276.85;273.05;76.0;12000.0;0.0;nan;nan;100.0;nan;nan;nan;nan;nan;100880.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;7.2;-10.0;nan;0.0;nan;nan;0.0;0.0;nan;nan;nan;710.0;1107.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;RENNES-ST JACQUES;48.068833;-1.734;36.0;Bretagne;53;4317.0;3945.0;nan;3945.0;8262.0;2013-01-25;15:00;Définitif;Définitif;nan
07139;20130125150000;101620.0;-240.0;7.0;170.0;3.1;272.35;270.45;85.0;2500.0;10.0;2.0;2.0;100.0;8.0;250.0;35.0;61.0;60.0;99810.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;5.1;-10.0;nan;nan;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1105.0;3100.0;nan;5.0;7.0;240.0;8.0;6.0;600.0;nan;nan;nan;nan;nan;nan;;ALENCON;48.4455;0.110167;143.0;Normandie;28;5170.0;8235.0;nan;8235.0;13405.0;2013-01-25;15:00;Définitif;Définitif;nan
07168;20130125150000;101930.0;-140.0;5.0;170.0;3.6;269.75;269.05;94.0;5000.0;2.0;1.0;1.0;100.0;8.0;150.0;36.0;61.0;60.0;100420.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;5.1;-10.0;nan;nan;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1105.0;3100.0;nan;8.0;7.0;180.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;TROYES-BARBEREY;48.324667;4.02;112.0;Grand Est;44;7537.0;17409.0;nan;17409.0;24946.0;2013-01-25;15:00;Définitif;Définitif;nan
07181;20130125150000;101940.0;-110.0;6.0;110.0;1.5;269.35;267.15;83.0;7000.0;0.0;nan;nan;75.0;nan;450.0;nan;nan;nan;97630.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;4.1;-10.0;nan;nan;nan;nan;0.0;0.0;nan;nan;nan;710.0;1104.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;NANCY-OCHEY;48.581;5.959833;336.0;Grand Est;44;7537.0;17409.0;nan;17409.0;24946.0;2013-01-25;15:00;Définitif;Définitif;nan
07190;20130125150000;101940.0;-80.0;6.0;350.0;2.1;272.25;269.25;78.0;10000.0;0.0;nan;nan;100.0;nan;450.0;nan;nan;nan;100030.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;3.6;-10.0;13.0;nan;nan;nan;0.0;0.0;nan;nan;nan;710.0;1104.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;STRASBOURG-ENTZHEIM;48.5495;7.640333;150.0;Grand Est;44;7537.0;17409.0;nan;17409.0;24946.0;2013-01-25;15:00;Définitif;Définitif;nan
07207;20130125150000;101210.0;-310.0;6.0;160.0;13.4;281.65;279.05;84.0;20000.0;2.0;1.0;1.0;100.0;8.0;800.0;38.0;61.0;60.0;100690.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;15.9;-10.0;nan;nan;nan;nan;0.0;0.0;nan;nan;nan;710.0;1116.0;2448.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;BELLE ILE-LE TALUT;47.294333;-3.218333;34.0;Bretagne;53;4317.0;3945.0;nan;3945.0;8262.0;2013-01-25;15:00;Définitif;Définitif;nan
07222;20130125150000;101470.0;-270.0;6.0;150.0;4.6;277.05;272.65;73.0;12000.0;2.0;1.0;1.0;90.0;0.0;3500.0;30.0;25.0;60.0;101150.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;7.2;-10.0;nan;nan;nan;nan;0.0;0.0;nan;nan;nan;710.0;1107.0;nan;nan;7.0;3.0;4500.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;NANTES-BOUGUENAIS;47.15;-1.608833;26.0;Pays de la Loire;52;4756.0;6138.0;nan;6138.0;10894.0;2013-01-25;15:00;Définitif;Définitif;nan
